2.653788, 3.611820
2.653788, 3.629574
2.977072, 3.252769
2.977072, 4.424224
4.025428, 5.452266
4.025428, 3.378123
4.101428, 4.276474
3.709360, 6.589756
3.223801, 4.823241
6.196458, 4.807460
6.027874, 9.340050
6.027874, 6.027331
7.731340, 6.949253
7.094429, 9.528062
9.981696, 9.963251
9.981696, 8.628919
10.056091, 10.735117
10.578571, 11.406550
12.592680, 12.524349
12.592680, 12.429125
11.781457, 14.150892
13.099412, 13.316877
17.095844, 16.637829
15.426013, 16.367599
16.605789, 16.889332
16.605789, 17.033426
16.680151, 17.513296
16.627615, 17.568283
17.801929, 17.577198
17.801929, 17.248394
17.781942, 18.183737
17.458996, 17.851503
16.806303, 17.300919
20.197094, 17.643688
20.182650, 18.241392
19.194405, 18.193745
19.196419, 17.678505
19.585220, 18.206360
19.603098, 18.376410
21.684011, 18.801792
19.610023, 19.377542
19.603788, 19.489590
19.614578, 19.001221
19.666359, 19.267387
20.956047, 18.953547
20.209930, 19.035860
18.991798, 19.329153
20.434708, 19.296541
20.455776, 18.838644
19.670773, 19.038229
20.456469, 18.359854
19.578386, 18.259634
18.379709, 18.328096
19.566767, 17.959961
18.472513, 17.732695
18.646460, 17.292030
18.646460, 17.455574
18.414436, 17.244085
16.539871, 16.285543
17.749041, 15.798945
17.150759, 14.990965
16.732765, 14.359323
16.732765, 13.973968
15.328584, 13.799057
15.929300, 12.927000
15.929300, 13.674075
14.137255, 13.122797
13.728535, 13.667304
13.728535, 13.332780
13.529789, 13.262568
13.203908, 13.237579
11.683692, 13.323912
13.054593, 13.234646
12.465825, 13.143795
13.498373, 12.928558
12.894109, 12.426399
11.703883, 12.045081
11.128669, 11.390132
11.128669, 10.339085
10.100122, 9.694219
9.315840, 8.994133
9.315840, 7.963564
6.933496, 7.540521
5.740345, 6.330102
5.740345, 4.841175
2.778661, 3.628906
2.778661, 2.677704
2.179439, 0.892099
-1.624775, 0.438048
-2.585812, -2.143769
-2.585812, -3.906376
-6.420586, -5.483266
-7.068707, -6.870866
-7.068707, -8.796732
-10.022431, -8.263910
-10.554099, -10.026649
-14.421014, -11.304893
-14.421014, -11.732860
-14.385729, -12.765777
-13.681032, -13.436451
-13.681032, -13.350538
-14.376213, -13.094771
-15.586794, -15.583463
-15.586794, -13.946685
-13.233900, -12.914821
-10.851798, -11.499894
-11.221140, -8.379189
-11.221140, -7.599239
-6.288501, -5.886947
-2.388403, -3.077070
-1.096998, -1.619652
-0.000000, 1.292266
-0.000000, 4.307073
3.983906, 5.069050
5.783826, 6.722224
11.309235, 9.715143
11.309235, 9.144008
15.799832, 10.725686
14.246041, 15.574266
14.246041, 15.983219
14.953382, 17.121548
17.829586, 19.648659
17.829586, 19.229897
17.724356, 19.228600
18.466196, 18.953817
19.653795, 19.483843
19.653795, 19.092699
19.833548, 18.484173
19.833548, 18.135294
19.075401, 17.962679
19.075401, 18.437027
17.980642, 17.905699
17.980642, 17.652191
18.541780, 17.854881
16.515707, 17.288763
17.709614, 16.845322
17.709614, 16.364973
15.997734, 16.775789
15.997734, 15.882891
16.504892, 15.890496
16.737541, 15.152245
14.158317, 15.224976
14.158317, 14.913077
15.487893, 14.619449
14.218853, 14.489031
13.715737, 13.517092
13.715737, 13.931176
11.753250, 13.128326
11.753250, 12.667727
12.537036, 12.651161
12.537036, 12.108488
11.754381, 11.537024
11.754381, 11.000989
10.255326, 11.069518
11.768984, 10.625606
11.365699, 11.664549
11.365699, 11.744993
10.750648, 11.936931
12.559538, 11.848217
10.579545, 11.701108
10.579545, 11.718728
9.396111, 10.806383
9.396111, 10.280261
10.577133, 10.604047
10.577133, 10.896388
10.739415, 10.124415
10.003691, 10.889144
10.598781, 9.506562
10.598781, 9.871806
10.849025, 10.020924
11.795507, 10.359386
13.221903, 11.312021
13.221903, 12.104422
12.375093, 12.233878
14.274386, 12.098340
13.566408, 12.637900
13.566408, 12.893386
13.751636, 13.984037
14.742323, 13.587667
16.716728, 15.056634
16.716728, 14.977524
15.962302, 16.046759
15.962302, 17.340761
16.583532, 17.228386
16.583532, 17.345201
17.791262, 17.198704
17.791262, 17.547562
16.560312, 17.641563
16.560312, 17.482731
17.325159, 17.250624
16.652372, 17.117277
16.611629, 16.857000
16.011209, 16.613403
17.244837, 16.190285
17.244837, 15.376308
15.422137, 15.176521
15.422137, 13.788875
14.478355, 13.959544
14.478355, 14.161009
13.673339, 14.036402
14.316080, 11.874656
14.316080, 10.982974
10.145757, 10.297360
9.489371, 9.197514
9.489371, 8.556691
7.673437, 7.830421
7.101181, 7.208359
7.099316, 6.419843
5.854506, 5.663579
4.427184, 5.115142
4.427184, 4.194804
1.824133, 2.941454
1.621452, 2.448318
1.621452, 2.300598
1.894347, 2.505427
0.607882, 1.889356
0.607882, 1.065446
2.712769, 1.451352
2.480667, 2.668028
2.480667, 2.644056
3.067473, 1.831679
4.982944, 2.497259
4.756447, 4.191657
4.756447, 3.792046
6.599999, 3.115134
6.599999, 4.321894
9.415298, 6.472393
9.596463, 6.644939
11.380098, 9.639347
12.872019, 11.009815
14.431527, 13.452545
16.182985, 15.161490
17.170731, 17.168489
15.881240, 16.640343
16.148905, 14.512604
14.620339, 16.117472
15.914594, 14.639961
15.881201, 14.376038
14.589595, 15.343234
14.589595, 15.854912
14.072671, 15.804234
12.808719, 15.224209
12.317116, 14.103521
12.058469, 14.351869
12.068179, 12.916085
11.006550, 12.519598
11.441672, 11.975902
10.886935, 11.421538
10.359980, 10.723491
9.628891, 9.628328
8.609204, 10.270234
6.557508, 9.100485
7.474213, 9.172713
7.474213, 7.567955
5.930233, 8.826707
5.521252, 6.377043
4.183966, 5.674170
4.301213, 5.842720
3.304754, 5.393955
4.503147, 3.299270
3.884084, 3.501198
3.679659, 3.736810
5.104372, 3.080865
4.083745, 3.021274
4.826908, 3.485628
4.403522, 2.663810
5.901250, 5.393989
5.901250, 3.466414
5.892856, 4.100941
6.502461, 3.564568
6.504309, 3.471087
6.504309, 5.244657
7.799448, 6.688346
7.799448, 7.354506
8.972016, 5.941909
8.326618, 7.446195
10.748886, 8.818128
10.930939, 10.217377
10.804198, 11.144459
11.959188, 10.442532
11.931153, 12.763798
11.931153, 12.598689
13.896201, 12.779511
13.896201, 12.643465
14.960182, 13.697151
14.970668, 12.810414
14.324012, 13.613846
14.324012, 13.352792
13.717473, 13.891248
16.743385, 14.746086
16.731514, 17.101887
16.165812, 16.025534
17.464598, 16.640629
17.464598, 16.457561
16.085968, 17.683977
16.129551, 16.222382
15.468046, 16.934414
15.468046, 16.017822
16.651897, 14.607954
15.624225, 16.947136
18.667633, 17.140833
18.667633, 17.725134
17.846170, 17.435661
16.635138, 17.813911
17.908157, 17.134897
16.652105, 17.623823
17.833982, 17.809378
17.833982, 18.731918
16.860207, 18.690956
17.808903, 18.907097
17.808903, 18.458958
19.004963, 19.073689
18.348770, 18.943096
18.348770, 19.040907
17.868509, 18.916656
19.100454, 18.851603
17.777882, 18.728409
19.515715, 18.631168
18.917103, 18.278990
18.944181, 18.256601
20.089996, 17.824245
18.892117, 17.804527
19.139156, 17.956684
18.259438, 17.492102
18.940329, 17.688599
17.673393, 17.064091
19.098547, 16.566433
17.616674, 15.930409
17.728479, 15.085652
18.285084, 14.689824
17.648119, 14.295362
16.458359, 13.681840
18.270638, 14.247481
17.036762, 14.092893
16.394026, 14.320140
17.010746, 14.283197
16.674055, 14.172699
14.890854, 13.404321
14.797248, 13.075935
14.097446, 12.895866
14.097446, 13.125521
15.226044, 13.299879
14.314805, 12.594165
13.591062, 12.202474
12.896891, 11.326919
11.680297, 10.962346
11.131810, 10.032887
9.907168, 9.522605
8.718307, 8.468291
8.343244, 7.334575
7.521387, 6.640668
5.647267, 5.346516
5.225559, 3.443282
4.415237, 1.171784
0.991591, 0.115655
0.197925, -0.598942
-2.379380, -2.093614
-2.865432, -2.623039
-3.085030, -6.397487
-7.103182, -6.886802
-7.716768, -8.571772
-8.577282, -9.608898
-10.417596, -10.208396
-10.380923, -12.331874
-13.713537, -12.556342
-13.856264, -13.030937
-13.663578, -12.607219
-13.663578, -14.174454
-13.865291, -13.306803
-13.864480, -14.544093
-13.952326, -14.688256
-14.834315, -14.051402
-15.100533, -12.967526
-14.899959, -12.984584
-11.210217, -8.574516
-8.547246, -7.535231
-7.705453, -6.525846
-5.175295, -3.707059
-3.449805, -1.783000
-2.453071, 2.416477
2.926785, 4.167589
5.841320, 5.677764
6.442082, 6.385937
10.440616, 11.921339
12.533044, 10.948146
16.480598, 12.264010
17.337914, 15.873606
17.337914, 16.299767
21.281176, 16.753534
22.005737, 19.891508
21.722441, 19.599234
22.387411, 19.645185
21.413528, 19.420528
21.365093, 19.626623
21.326366, 19.245358
20.728430, 18.573189
19.691526, 18.352959
18.969982, 17.793291
18.969982, 17.913404
18.044952, 17.504410
16.548292, 17.583828
17.248175, 17.242960
15.985151, 16.805593
17.367228, 16.396051
16.594652, 15.416527
16.116091, 16.239895
14.749864, 15.681393
15.945799, 15.311445
14.973269, 15.013712
13.735710, 14.730029
14.713820, 15.398989
13.702501, 14.647321
12.333804, 13.758383
14.774189, 13.201535
12.960922, 13.086089
11.896873, 13.899220
13.709070, 12.652371
12.015992, 12.759670
11.830829, 11.699129
13.061747, 12.042418
11.761699, 11.499581
10.735682, 10.773450
11.753170, 11.226098
11.801335, 10.699929
9.961840, 12.061081
9.378085, 11.491071
11.275754, 11.635942
10.567355, 11.201144
10.567355, 11.392641
10.567355, 10.246462
9.963408, 10.310608
9.521726, 10.463629
10.689412, 10.465326
9.374497, 10.588923
11.853130, 9.015820
11.855323, 10.089986
11.770164, 9.588085
11.895470, 11.025696
11.436821, 10.663217
12.946692, 11.228175
12.513691, 12.187060
11.788214, 12.353917
14.209036, 12.367907
13.740390, 12.321445
15.375695, 13.309335
15.584291, 13.713262
15.061087, 15.718614
16.806971, 15.168077
15.958947, 16.381382
15.975245, 16.167212
17.177999, 17.546682
17.417709, 17.440216
18.415283, 17.609650
18.664478, 17.479832
18.482422, 17.759411
18.037239, 17.890417
17.209034, 17.613714
16.598269, 17.521540
17.798143, 17.186148
16.599026, 16.974043
16.007328, 16.667137
16.898333, 16.048843
16.020090, 15.274548
14.217830, 14.331794
15.419336, 14.445510
14.269296, 13.736436
14.342419, 13.548410
14.568992, 13.176405
13.674976, 11.416429
11.865053, 10.524487
10.223855, 10.166736
9.483952, 9.039824
9.489442, 7.949647
9.489442, 7.153987
7.067259, 6.929631
7.067259, 6.142942
5.145471, 5.502163
5.145471, 4.328654
4.060687, 3.414612
2.227153, 2.641450
3.525645, 2.432664
2.028189, 2.520410
2.511884, 2.442322
2.068272, 1.647561
1.207091, 1.329657
3.258759, 1.711635
2.708374, 3.282322
3.844570, 2.030762
3.618419, 2.513860
4.286392, 2.575162
4.313670, 5.225253
5.915420, 3.815810
6.572690, 5.211181
6.588069, 6.657091
8.694026, 6.645455
8.694026, 7.213172
9.610793, 9.551899
